"block","patch","corner","distance","species","stalk","no.viable_seeds","no.nonviable_seeds","notes","dispersed_percent","plant_ID","ptype","live","reproductive","length","width","height","no_basal_fl","no_axil_fl","predisp_seedpred","flags","Flag.Notes","dist_num"
"10","D","II","d","Anthaenantia",2,NA,NA,NA,NA,"AV.10.D.II.d","Winged",1,1,"22","25","12.5","6",NA,NA,"3",NA,36
"10","D","II","d","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.II.d","Winged",1,1,"22","25","12.5","6",NA,NA,"3",NA,36
"10","D","III","a","Liatris",1,NA,NA,NA,NA,"LE.10.D.III.a","Winged",1,0,"10","13","3","0",NA,NA,"0",NA,0
"10","D","III","a","Liatris",2,NA,NA,NA,NA,"LE.10.D.III.a","Winged",1,0,"10","13","3","0",NA,NA,"0",NA,0
"10","D","III","a","Liatris",3,NA,NA,NA,NA,"LE.10.D.III.a","Winged",1,0,"10","13","3","0",NA,NA,"0",NA,0
"10","D","III","a","Carphephorus",1,NA,NA,NA,NA,"CB.10.D.III.a","Winged",1,0,"14","14","6","0",NA,NA,"0",NA,0
"10","D","III","a","Carphephorus",2,NA,NA,NA,NA,"CB.10.D.III.a","Winged",1,0,"14","14","6","0",NA,NA,"0",NA,0
"10","D","III","a","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.III.a","Winged",1,0,"14","14","6","0",NA,NA,"0",NA,0
"10","D","III","a","Sorghastrum",1,NA,NA,NA,NA,"SS.10.D.III.a","Winged",1,0,"18","31","33","0",NA,NA,"0",NA,0
"10","D","III","a","Sorghastrum",2,NA,NA,NA,NA,"SS.10.D.III.a","Winged",1,0,"18","31","33","0",NA,NA,"0",NA,0
"10","D","III","a","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.III.a","Winged",1,0,"18","31","33","0",NA,NA,"0",NA,0
"10","D","III","a","Aristida",1,NA,NA,NA,NA,"AB.10.D.III.a","Winged",1,1,"81","77","33","1",NA,NA,"3",NA,0
"10","D","III","a","Aristida",2,NA,NA,NA,NA,"AB.10.D.III.a","Winged",1,1,"81","77","33","1",NA,NA,"3",NA,0
"10","D","III","a","Aristida",3,NA,NA,NA,NA,"AB.10.D.III.a","Winged",1,1,"81","77","33","1",NA,NA,"3",NA,0
"10","D","III","a","Anthaenantia",1,"0","120",NA,NA,"AV.10.D.III.a","Winged",1,1,"44","39","13","2",NA,"0","0",NA,0
"10","D","III","a","Anthaenantia",2,NA,NA,NA,NA,"AV.10.D.III.a","Winged",1,1,"44","39","13","2",NA,"0","0",NA,0
"10","D","III","a","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.III.a","Winged",1,1,"44","39","13","2",NA,"0","0",NA,0
"10","D","III","b","Liatris",1,NA,NA,NA,NA,"LE.10.D.III.b","Winged",1,0,"7","11.5","6","0",NA,NA,"0",NA,10
"10","D","III","b","Liatris",2,NA,NA,NA,NA,"LE.10.D.III.b","Winged",1,0,"7","11.5","6","0",NA,NA,"0",NA,10
"10","D","III","b","Liatris",3,NA,NA,NA,NA,"LE.10.D.III.b","Winged",1,0,"7","11.5","6","0",NA,NA,"0",NA,10
"10","D","III","b","Carphephorus",1,"1","12",NA,NA,"CB.10.D.III.b","Winged",1,1,"19","11","28","1","10","0","0",NA,10
"10","D","III","b","Carphephorus",2,NA,NA,NA,NA,"CB.10.D.III.b","Winged",1,1,"19","11","28","1","10","0","0",NA,10
"10","D","III","b","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.III.b","Winged",1,1,"19","11","28","1","10","0","0",NA,10
"10","D","III","b","Sorghastrum",1,NA,NA,NA,NA,"SS.10.D.III.b","Winged",1,0,"24","28","20","0",NA,NA,"0",NA,10
"10","D","III","b","Sorghastrum",2,NA,NA,NA,NA,"SS.10.D.III.b","Winged",1,0,"24","28","20","0",NA,NA,"0",NA,10
"10","D","III","b","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.III.b","Winged",1,0,"24","28","20","0",NA,NA,"0",NA,10
"10","D","III","b","Aristida",1,NA,NA,NA,NA,"AB.10.D.III.b","Winged",1,0,"87","73","35","0",NA,NA,"0",NA,10
"10","D","III","b","Aristida",2,NA,NA,NA,NA,"AB.10.D.III.b","Winged",1,0,"87","73","35","0",NA,NA,"0",NA,10
"10","D","III","b","Aristida",3,NA,NA,NA,NA,"AB.10.D.III.b","Winged",1,0,"87","73","35","0",NA,NA,"0",NA,10
"10","D","III","b","Anthaenantia",1,"48","18",NA,NA,"AV.10.D.III.b","Winged",1,1,"29","29","13","4",NA,"0.2","0",NA,10
"10","D","III","b","Anthaenantia",2,NA,NA,NA,NA,"AV.10.D.III.b","Winged",1,1,"29","29","13","4",NA,"0.2","0",NA,10
"10","D","III","b","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.III.b","Winged",1,1,"29","29","13","4",NA,"0.2","0",NA,10
"10","D","III","c","Liatris",1,NA,NA,NA,NA,"LE.10.D.III.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"10","D","III","c","Liatris",2,NA,NA,NA,NA,"LE.10.D.III.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"10","D","III","c","Liatris",3,NA,NA,NA,NA,"LE.10.D.III.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"10","D","III","c","Carphephorus",1,NA,NA,NA,NA,"CB.10.D.III.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"10","D","III","c","Carphephorus",2,NA,NA,NA,NA,"CB.10.D.III.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"10","D","III","c","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.III.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"10","D","III","c","Sorghastrum",1,"35","36",NA,NA,"SS.10.D.III.c","Winged",1,1,"63","77","40","8",NA,"0","0",NA,19
"10","D","III","c","Sorghastrum",2,NA,NA,NA,NA,"SS.10.D.III.c","Winged",1,1,"63","77","40","8",NA,"0","0",NA,19
"10","D","III","c","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.III.c","Winged",1,1,"63","77","40","8",NA,"0","0",NA,19
"10","D","III","c","Aristida",1,NA,NA,NA,NA,"AB.10.D.III.c","Winged",1,0,"98","113","55.5","0",NA,NA,"0",NA,19
"10","D","III","c","Aristida",2,NA,NA,NA,NA,"AB.10.D.III.c","Winged",1,0,"98","113","55.5","0",NA,NA,"0",NA,19
"10","D","III","c","Aristida",3,NA,NA,NA,NA,"AB.10.D.III.c","Winged",1,0,"98","113","55.5","0",NA,NA,"0",NA,19
"10","D","III","c","Anthaenantia",1,"0","52",NA,NA,"AV.10.D.III.c","Winged",1,1,"35","36","5","13",NA,"0","0",NA,19
"10","D","III","c","Anthaenantia",2,"27","16",NA,NA,"AV.10.D.III.c","Winged",1,1,"35","36","5","13",NA,"0","0",NA,19
"10","D","III","c","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.III.c","Winged",1,1,"35","36","5","13",NA,"0","0",NA,19
"10","D","III","d","Liatris",1,"1","16",NA,NA,"LE.10.D.III.d","Winged",1,1,"49","46","84","3","20","0","0",NA,36
"10","D","III","d","Liatris",2,NA,NA,NA,NA,"LE.10.D.III.d","Winged",1,1,"49","46","84","3","20","0","0",NA,36
"10","D","III","d","Liatris",3,NA,NA,NA,NA,"LE.10.D.III.d","Winged",1,1,"49","46","84","3","20","0","0",NA,36
"10","D","III","d","Carphephorus",1,NA,NA,NA,NA,"CB.10.D.III.d","Winged",1,0,"6.5","5.5","2","0",NA,NA,"0",NA,36
"10","D","III","d","Carphephorus",2,NA,NA,NA,NA,"CB.10.D.III.d","Winged",1,0,"6.5","5.5","2","0",NA,NA,"0",NA,36
"10","D","III","d","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.III.d","Winged",1,0,"6.5","5.5","2","0",NA,NA,"0",NA,36
"10","D","III","d","Sorghastrum",1,"0","157",NA,NA,"SS.10.D.III.d","Winged",1,1,"54","86","18","18",NA,"0.2","0",NA,36
"10","D","III","d","Sorghastrum",2,"0","183",NA,NA,"SS.10.D.III.d","Winged",1,1,"54","86","18","18",NA,"0.2","0",NA,36
"10","D","III","d","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.III.d","Winged",1,1,"54","86","18","18",NA,"0.2","0",NA,36
"10","D","III","d","Aristida",1,NA,NA,NA,NA,"AB.10.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"10","D","III","d","Aristida",2,NA,NA,NA,NA,"AB.10.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"10","D","III","d","Aristida",3,NA,NA,NA,NA,"AB.10.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"10","D","III","d","Anthaenantia",1,"115","15",NA,NA,"AV.10.D.III.d","Winged",1,1,"37","41","6","11",NA,"0.1","0",NA,36
"10","D","III","d","Anthaenantia",2,NA,NA,NA,NA,"AV.10.D.III.d","Winged",1,1,"37","41","6","11",NA,"0.1","0",NA,36
"10","D","III","d","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.III.d","Winged",1,1,"37","41","6","11",NA,"0.1","0",NA,36
"10","D","IV","a","Liatris",1,"0","15",NA,NA,"LE.10.D.IV.a","Winged",1,1,"15","73","17","1","0","0","0",NA,0
"10","D","IV","a","Liatris",2,NA,NA,NA,NA,"LE.10.D.IV.a","Winged",1,1,"15","73","17","1","0","0","0",NA,0
"10","D","IV","a","Liatris",3,NA,NA,NA,NA,"LE.10.D.IV.a","Winged",1,1,"15","73","17","1","0","0","0",NA,0
"10","D","IV","a","Carphephorus",1,NA,NA,NA,NA,"CB.10.D.IV.a","Winged",1,0,"4.5","5","1.5","0",NA,NA,"0",NA,0
"10","D","IV","a","Carphephorus",2,NA,NA,NA,NA,"CB.10.D.IV.a","Winged",1,0,"4.5","5","1.5","0",NA,NA,"0",NA,0
"10","D","IV","a","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.IV.a","Winged",1,0,"4.5","5","1.5","0",NA,NA,"0",NA,0
"10","D","IV","a","Sorghastrum",1,"0","8","10% dispersed",10,"SS.10.D.IV.a","Winged",1,1,"27","38","26","2",NA,"0","4",NA,0
"10","D","IV","a","Sorghastrum",2,NA,NA,NA,NA,"SS.10.D.IV.a","Winged",1,1,"27","38","26","2",NA,"0","4",NA,0
"10","D","IV","a","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.IV.a","Winged",1,1,"27","38","26","2",NA,"0","4",NA,0
"10","D","IV","a","Aristida",1,NA,NA,NA,NA,"AB.10.D.IV.a","Winged",1,0,"50","67","34","0",NA,NA,"0",NA,0
"10","D","IV","a","Aristida",2,NA,NA,NA,NA,"AB.10.D.IV.a","Winged",1,0,"50","67","34","0",NA,NA,"0",NA,0
"10","D","IV","a","Aristida",3,NA,NA,NA,NA,"AB.10.D.IV.a","Winged",1,0,"50","67","34","0",NA,NA,"0",NA,0
"10","D","IV","a","Anthaenantia",1,NA,NA,NA,NA,"AV.10.D.IV.a","Winged",1,0,"2","5","3","0",NA,NA,"0",NA,0
"10","D","IV","a","Anthaenantia",2,NA,NA,NA,NA,"AV.10.D.IV.a","Winged",1,0,"2","5","3","0",NA,NA,"0",NA,0
"10","D","IV","a","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.IV.a","Winged",1,0,"2","5","3","0",NA,NA,"0",NA,0
"10","D","IV","b","Liatris",1,NA,NA,NA,NA,"LE.10.D.IV.b","Winged",1,0,"9","7","19","0",NA,NA,"0",NA,10
"10","D","IV","b","Liatris",2,NA,NA,NA,NA,"LE.10.D.IV.b","Winged",1,0,"9","7","19","0",NA,NA,"0",NA,10
"10","D","IV","b","Liatris",3,NA,NA,NA,NA,"LE.10.D.IV.b","Winged",1,0,"9","7","19","0",NA,NA,"0",NA,10
"10","D","IV","b","Carphephorus",1,"2","26",NA,NA,"CB.10.D.IV.b","Winged",1,1,"27","27","10","3","29","0","0",NA,10
"10","D","IV","b","Carphephorus",2,"0","8",NA,NA,"CB.10.D.IV.b","Winged",1,1,"27","27","10","3","29","0","0",NA,10
"10","D","IV","b","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.IV.b","Winged",1,1,"27","27","10","3","29","0","0",NA,10
"10","D","IV","b","Sorghastrum",1,"0","70","10% dispersed",10,"SS.10.D.IV.b","Winged",1,1,"74","87","28","6",NA,"0","0",NA,10
"10","D","IV","b","Sorghastrum",2,"0","102",NA,NA,"SS.10.D.IV.b","Winged",1,1,"74","87","28","6",NA,"0","0",NA,10
"10","D","IV","b","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.IV.b","Winged",1,1,"74","87","28","6",NA,"0","0",NA,10
"10","D","IV","b","Aristida",1,NA,NA,NA,NA,"AB.10.D.IV.b","Winged",1,0,"94","99","37","0",NA,NA,"0",NA,10
"10","D","IV","b","Aristida",2,NA,NA,NA,NA,"AB.10.D.IV.b","Winged",1,0,"94","99","37","0",NA,NA,"0",NA,10
"10","D","IV","b","Aristida",3,NA,NA,NA,NA,"AB.10.D.IV.b","Winged",1,0,"94","99","37","0",NA,NA,"0",NA,10
"10","D","IV","b","Anthaenantia",1,"9","9",NA,NA,"AV.10.D.IV.b","Winged",1,1,"29","29","7","1",NA,"0","0",NA,10
"10","D","IV","b","Anthaenantia",2,NA,NA,NA,NA,"AV.10.D.IV.b","Winged",1,1,"29","29","7","1",NA,"0","0",NA,10
"10","D","IV","b","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.IV.b","Winged",1,1,"29","29","7","1",NA,"0","0",NA,10
"10","D","IV","c","Liatris",1,NA,NA,NA,NA,"LE.10.D.IV.c","Winged",1,0,"13","7","2","0",NA,NA,"0",NA,19
"10","D","IV","c","Liatris",2,NA,NA,NA,NA,"LE.10.D.IV.c","Winged",1,0,"13","7","2","0",NA,NA,"0",NA,19
"10","D","IV","c","Liatris",3,NA,NA,NA,NA,"LE.10.D.IV.c","Winged",1,0,"13","7","2","0",NA,NA,"0",NA,19
"10","D","IV","c","Carphephorus",1,NA,NA,NA,NA,"CB.10.D.IV.c","Winged",1,0,"14","14","3.5","0",NA,NA,"0",NA,19
"10","D","IV","c","Carphephorus",2,NA,NA,NA,NA,"CB.10.D.IV.c","Winged",1,0,"14","14","3.5","0",NA,NA,"0",NA,19
"10","D","IV","c","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.IV.c","Winged",1,0,"14","14","3.5","0",NA,NA,"0",NA,19
"10","D","IV","c","Sorghastrum",1,"29","82",NA,NA,"SS.10.D.IV.c","Winged",1,1,"49","60","38","5",NA,"0","0",NA,19
"10","D","IV","c","Sorghastrum",2,NA,NA,NA,NA,"SS.10.D.IV.c","Winged",1,1,"49","60","38","5",NA,"0","0",NA,19
"10","D","IV","c","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.IV.c","Winged",1,1,"49","60","38","5",NA,"0","0",NA,19
"10","D","IV","c","Aristida",1,"31","49",NA,NA,"AB.10.D.IV.c","Winged",1,1,"99","102","57","6",NA,"0.1","0",NA,19
"10","D","IV","c","Aristida",2,NA,NA,NA,NA,"AB.10.D.IV.c","Winged",1,1,"99","102","57","6",NA,"0.1","0",NA,19
"10","D","IV","c","Aristida",3,NA,NA,NA,NA,"AB.10.D.IV.c","Winged",1,1,"99","102","57","6",NA,"0.1","0",NA,19
"10","D","IV","c","Anthaenantia",1,"70","16","10% dispersed",10,"AV.10.D.IV.c","Winged",1,1,"36","37","16","9",NA,NA,"0",NA,19
"10","D","IV","c","Anthaenantia",2,NA,NA,NA,NA,"AV.10.D.IV.c","Winged",1,1,"36","37","16","9",NA,NA,"0",NA,19
"10","D","IV","c","Anthaenantia",3,NA,NA,NA,NA,"AV.10.D.IV.c","Winged",1,1,"36","37","16","9",NA,NA,"0",NA,19
"10","D","IV","d","Liatris",1,NA,NA,NA,NA,"LE.10.D.IV.d","Winged",1,1,"15","7","28","1","0",NA,"3",NA,36
"10","D","IV","d","Liatris",2,NA,NA,NA,NA,"LE.10.D.IV.d","Winged",1,1,"15","7","28","1","0",NA,"3",NA,36
"10","D","IV","d","Liatris",3,NA,NA,NA,NA,"LE.10.D.IV.d","Winged",1,1,"15","7","28","1","0",NA,"3",NA,36
"10","D","IV","d","Carphephorus",1,"2","27",NA,NA,"CB.10.D.IV.d","Winged",1,1,"15","14","1","4","17","0","0",NA,36
"10","D","IV","d","Carphephorus",2,NA,NA,NA,NA,"CB.10.D.IV.d","Winged",1,1,"15","14","1","4","17","0","0",NA,36
"10","D","IV","d","Carphephorus",3,NA,NA,NA,NA,"CB.10.D.IV.d","Winged",1,1,"15","14","1","4","17","0","0",NA,36
"10","D","IV","d","Sorghastrum",1,"0","85",NA,NA,"SS.10.D.IV.d","Winged",1,1,"54","67","59","3",NA,"0.1","0",NA,36
"10","D","IV","d","Sorghastrum",2,NA,NA,NA,NA,"SS.10.D.IV.d","Winged",1,1,"54","67","59","3",NA,"0.1","0",NA,36
"10","D","IV","d","Sorghastrum",3,NA,NA,NA,NA,"SS.10.D.IV.d","Winged",1,1,"54","67","59","3",NA,"0.1","0",NA,36
"10","D","IV","d","Aristida",1,"0","43",NA,NA,"AB.10.D.IV.d","Winged",1,1,"52","70","28","16",NA,"0.2","0",NA,36
"10","D","IV","d","Aristida",2,NA,NA,NA,NA,"AB.10.D.IV.d","Winged",1,1,"52","70","28","16",NA,"0.2","0",NA,36
"10","D","IV","d","Aristida",3,NA,NA,NA,NA,"AB.10.D.IV.d","Winged",1,1,"52","70","28","16",NA,"0.2","0",NA,36
"10","D","IV","d","Anthaenantia",1,"0","149",NA,NA,"AV.10.D.IV.d","Winged",1,1,"31","34","10","27",NA,"0.1","0",NA,36
"10","D","IV","d","Anthaenantia",2,"0","180",NA,NA,"AV.10.D.IV.d","Winged",1,1,"31","34","10","27",NA,"0.1","0",NA,36
"10","D","IV","d","Anthaenantia",3,"4","146",NA,NA,"AV.10.D.IV.d","Winged",1,1,"31","34","10","27",NA,"0.1","0",NA,36
"10","E","I","a","Liatris",1,NA,NA,NA,NA,"LE.10.E.I.a","Rectangle",1,0,"4","5.5","3","0",NA,NA,"0",NA,0
"10","E","I","a","Liatris",2,NA,NA,NA,NA,"LE.10.E.I.a","Rectangle",1,0,"4","5.5","3","0",NA,NA,"0",NA,0
"10","E","I","a","Liatris",3,NA,NA,NA,NA,"LE.10.E.I.a","Rectangle",1,0,"4","5.5","3","0",NA,NA,"0",NA,0
"10","E","I","a","Carphephorus",1,"0","27",NA,NA,"CB.10.E.I.a","Rectangle",1,1,"19","22.5","29","2","21","0","0",NA,0
"10","E","I","a","Carphephorus",2,NA,NA,NA,NA,"CB.10.E.I.a","Rectangle",1,1,"19","22.5","29","2","21","0","0",NA,0
"10","E","I","a","Carphephorus",3,NA,NA,NA,NA,"CB.10.E.I.a","Rectangle",1,1,"19","22.5","29","2","21","0","0",NA,0
"10","E","I","a","Sorghastrum",1,NA,NA,NA,NA,"SS.10.E.I.a","Rectangle",1,0,"30","25","25","0",NA,"0.1","1","delete pre-dispersal seed predation data",0
"10","E","I","a","Sorghastrum",2,NA,NA,NA,NA,"SS.10.E.I.a","Rectangle",1,0,"30","25","25","0",NA,"0.1","1","delete pre-dispersal seed predation data",0
"10","E","I","a","Sorghastrum",3,NA,NA,NA,NA,"SS.10.E.I.a","Rectangle",1,0,"30","25","25","0",NA,"0.1","1","delete pre-dispersal seed predation data",0
"10","E","I","a","Aristida",1,NA,NA,NA,NA,"AB.10.E.I.a","Rectangle",1,0,"21.5","18.5","12.5","0",NA,NA,"0",NA,0
"10","E","I","a","Aristida",2,NA,NA,NA,NA,"AB.10.E.I.a","Rectangle",1,0,"21.5","18.5","12.5","0",NA,NA,"0",NA,0
"10","E","I","a","Aristida",3,NA,NA,NA,NA,"AB.10.E.I.a","Rectangle",1,0,"21.5","18.5","12.5","0",NA,NA,"0",NA,0
"10","E","I","a","Anthaenantia",1,"13","36",NA,NA,"AV.10.E.I.a","Rectangle",1,1,"25","30","17","1",NA,"0","0",NA,0
"10","E","I","a","Anthaenantia",2,NA,NA,NA,NA,"AV.10.E.I.a","Rectangle",1,1,"25","30","17","1",NA,"0","0",NA,0
"10","E","I","a","Anthaenantia",3,NA,NA,NA,NA,"AV.10.E.I.a","Rectangle",1,1,"25","30","17","1",NA,"0","0",NA,0
"10","E","I","b","Liatris",1,NA,NA,NA,NA,"LE.10.E.I.b","Rectangle",1,0,"16","18.5","18","0",NA,NA,"0",NA,10
"10","E","I","b","Liatris",2,NA,NA,NA,NA,"LE.10.E.I.b","Rectangle",1,0,"16","18.5","18","0",NA,NA,"0",NA,10
"10","E","I","b","Liatris",3,NA,NA,NA,NA,"LE.10.E.I.b","Rectangle",1,0,"16","18.5","18","0",NA,NA,"0",NA,10
"10","E","I","b","Carphephorus",1,"0","23",NA,NA,"CB.10.E.I.b","Rectangle",1,1,"18","13.5","32","6","8","0.1","0",NA,10
"10","E","I","b","Carphephorus",2,NA,NA,NA,NA,"CB.10.E.I.b","Rectangle",1,1,"18","13.5","32","6","8","0.1","0",NA,10
"10","E","I","b","Carphephorus",3,NA,NA,NA,NA,"CB.10.E.I.b","Rectangle",1,1,"18","13.5","32","6","8","0.1","0",NA,10
"10","E","I","b","Sorghastrum",1,"0","118",NA,NA,"SS.10.E.I.b","Rectangle",1,1,"71","73","48","2",NA,NA,"0",NA,10
"10","E","I","b","Sorghastrum",2,NA,NA,NA,NA,"SS.10.E.I.b","Rectangle",1,1,"71","73","48","2",NA,NA,"0",NA,10
"10","E","I","b","Sorghastrum",3,NA,NA,NA,NA,"SS.10.E.I.b","Rectangle",1,1,"71","73","48","2",NA,NA,"0",NA,10
"10","E","I","b","Aristida",1,NA,NA,NA,NA,"AB.10.E.I.b","Rectangle",1,0,"67","64","32","0",NA,NA,"0",NA,10
"10","E","I","b","Aristida",2,NA,NA,NA,NA,"AB.10.E.I.b","Rectangle",1,0,"67","64","32","0",NA,NA,"0",NA,10
"10","E","I","b","Aristida",3,NA,NA,NA,NA,"AB.10.E.I.b","Rectangle",1,0,"67","64","32","0",NA,NA,"0",NA,10
"10","E","I","b","Anthaenantia",1,NA,NA,NA,NA,"AV.10.E.I.b","Rectangle",1,0,"17","18.5","15","0",NA,NA,"0",NA,10
"10","E","I","b","Anthaenantia",2,NA,NA,NA,NA,"AV.10.E.I.b","Rectangle",1,0,"17","18.5","15","0",NA,NA,"0",NA,10
"10","E","I","b","Anthaenantia",3,NA,NA,NA,NA,"AV.10.E.I.b","Rectangle",1,0,"17","18.5","15","0",NA,NA,"0",NA,10
"10","E","I","c","Liatris",1,NA,NA,NA,NA,"LE.10.E.I.c","Rectangle",1,0,"12.5","10","9","0",NA,NA,"0",NA,19
"10","E","I","c","Liatris",2,NA,NA,NA,NA,"LE.10.E.I.c","Rectangle",1,0,"12.5","10","9","0",NA,NA,"0",NA,19
"10","E","I","c","Liatris",3,NA,NA,NA,NA,"LE.10.E.I.c","Rectangle",1,0,"12.5","10","9","0",NA,NA,"0",NA,19
"10","E","I","c","Carphephorus",1,NA,NA,NA,NA,"CB.10.E.I.c","Rectangle",1,0,"5","6.5","1.5","0",NA,NA,"0",NA,19
"10","E","I","c","Carphephorus",2,NA,NA,NA,NA,"CB.10.E.I.c","Rectangle",1,0,"5","6.5","1.5","0",NA,NA,"0",NA,19
"10","E","I","c","Carphephorus",3,NA,NA,NA,NA,"CB.10.E.I.c","Rectangle",1,0,"5","6.5","1.5","0",NA,NA,"0",NA,19
"10","E","I","c","Sorghastrum",1,"0","52",NA,NA,"SS.10.E.I.c","Rectangle",1,1,"57","72","30","5",NA,"0.1","0",NA,19
"10","E","I","c","Sorghastrum",2,"3","19","10% dispersed",10,"SS.10.E.I.c","Rectangle",1,1,"57","72","30","5",NA,"0.1","0",NA,19
"10","E","I","c","Sorghastrum",3,NA,NA,NA,NA,"SS.10.E.I.c","Rectangle",1,1,"57","72","30","5",NA,"0.1","0",NA,19
"10","E","I","c","Aristida",1,"0","50",NA,NA,"AB.10.E.I.c","Rectangle",1,1,"113","100","61.5","6",NA,"0","0",NA,19
"10","E","I","c","Aristida",2,NA,NA,NA,NA,"AB.10.E.I.c","Rectangle",1,1,"113","100","61.5","6",NA,"0","0",NA,19
"10","E","I","c","Aristida",3,NA,NA,NA,NA,"AB.10.E.I.c","Rectangle",1,1,"113","100","61.5","6",NA,"0","0",NA,19
"10","E","I","c","Anthaenantia",1,"9","75",NA,NA,"AV.10.E.I.c","Rectangle",1,1,"39","36","16.5","18",NA,"0","0",NA,19
"10","E","I","c","Anthaenantia",2,"52","100",NA,NA,"AV.10.E.I.c","Rectangle",1,1,"39","36","16.5","18",NA,"0","0",NA,19
"10","E","I","c","Anthaenantia",3,"24","147",NA,NA,"AV.10.E.I.c","Rectangle",1,1,"39","36","16.5","18",NA,"0","0",NA,19
"10","E","I","d","Liatris",1,NA,NA,NA,NA,"LE.10.E.I.d","Rectangle",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"10","E","I","d","Liatris",2,NA,NA,NA,NA,"LE.10.E.I.d","Rectangle",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"10","E","I","d","Liatris",3,NA,NA,NA,NA,"LE.10.E.I.d","Rectangle",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"10","E","I","d","Carphephorus",1,NA,NA,NA,NA,"CB.10.E.I.d","Rectangle",1,0,"8.5","8.5","4.5","0",NA,NA,"0",NA,36
"10","E","I","d","Carphephorus",2,NA,NA,NA,NA,"CB.10.E.I.d","Rectangle",1,0,"8.5","8.5","4.5","0",NA,NA,"0",NA,36
"10","E","I","d","Carphephorus",3,NA,NA,NA,NA,"CB.10.E.I.d","Rectangle",1,0,"8.5","8.5","4.5","0",NA,NA,"0",NA,36
"10","E","I","d","Sorghastrum",1,"27","52",NA,NA,"SS.10.E.I.d","Rectangle",1,1,"96","108","61","32",NA,"0.1","0",NA,36
"10","E","I","d","Sorghastrum",2,NA,NA,NA,NA,"SS.10.E.I.d","Rectangle",1,1,"96","108","61","32",NA,"0.1","0",NA,36
"10","E","I","d","Sorghastrum",3,NA,NA,NA,NA,"SS.10.E.I.d","Rectangle",1,1,"96","108","61","32",NA,"0.1","0",NA,36
"10","E","I","d","Aristida",1,"38","6",NA,NA,"AB.10.E.I.d","Rectangle",1,1,"74","67","38","6",NA,"0","0",NA,36
"10","E","I","d","Aristida",2,NA,NA,NA,NA,"AB.10.E.I.d","Rectangle",1,1,"74","67","38","6",NA,"0","0",NA,36
"10","E","I","d","Aristida",3,NA,NA,NA,NA,"AB.10.E.I.d","Rectangle",1,1,"74","67","38","6",NA,"0","0",NA,36
"10","E","I","d","Anthaenantia",1,"30","43",NA,NA,"AV.10.E.I.d","Rectangle",1,1,"34","35","11.5","17",NA,"0","0",NA,36
"10","E","I","d","Anthaenantia",2,NA,NA,NA,NA,"AV.10.E.I.d","Rectangle",1,1,"34","35","11.5","17",NA,"0","0",NA,36
"10","E","I","d","Anthaenantia",3,NA,NA,NA,NA,"AV.10.E.I.d","Rectangle",1,1,"34","35","11.5","17",NA,"0","0",NA,36
"10","E","II","a","Liatris",1,NA,NA,NA,NA,"LE.10.E.II.a","Rectangle",1,0,"31.5","23","11","0",NA,NA,"0",NA,0
"10","E","II","a","Liatris",2,NA,NA,NA,NA,"LE.10.E.II.a","Rectangle",1,0,"31.5","23","11","0",NA,NA,"0",NA,0
"10","E","II","a","Liatris",3,NA,NA,NA,NA,"LE.10.E.II.a","Rectangle",1,0,"31.5","23","11","0",NA,NA,"0",NA,0
