"block","patch","corner","distance","species","stalk","no.viable_seeds","no.nonviable_seeds","notes","dispersed_percent","plant_ID","ptype","live","reproductive","length","width","height","no_basal_fl","no_axil_fl","predisp_seedpred","flags","Flag.Notes","dist_num"
"54N","D","II","b","Aristida",3,NA,NA,NA,NA,"AB.54N.D.II.b","Winged",1,1,"82","87","32","85",NA,"0","0",NA,10
"54N","D","II","b","Anthaenantia",1,"0","93",NA,NA,"AV.54N.D.II.b","Winged",1,1,"42","41","8","26",NA,"0.1","0",NA,10
"54N","D","II","b","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.II.b","Winged",1,1,"42","41","8","26",NA,"0.1","0",NA,10
"54N","D","II","b","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.II.b","Winged",1,1,"42","41","8","26",NA,"0.1","0",NA,10
"54N","D","II","c","Liatris",1,NA,NA,NA,NA,"LE.54N.D.II.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"54N","D","II","c","Liatris",2,NA,NA,NA,NA,"LE.54N.D.II.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"54N","D","II","c","Liatris",3,NA,NA,NA,NA,"LE.54N.D.II.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"54N","D","II","c","Carphephorus",1,"1","21",NA,NA,"CB.54N.D.II.c","Winged",1,1,"17","17","28","1","15","0","0",NA,19
"54N","D","II","c","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.II.c","Winged",1,1,"17","17","28","1","15","0","0",NA,19
"54N","D","II","c","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.II.c","Winged",1,1,"17","17","28","1","15","0","0",NA,19
"54N","D","II","c","Sorghastrum",1,"86","81",NA,NA,"SS.54N.D.II.c","Winged",1,1,"78","79","34","20",NA,"0.1","0",NA,19
"54N","D","II","c","Sorghastrum",2,"87","121",NA,NA,"SS.54N.D.II.c","Winged",1,1,"78","79","34","20",NA,"0.1","0",NA,19
"54N","D","II","c","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.II.c","Winged",1,1,"78","79","34","20",NA,"0.1","0",NA,19
"54N","D","II","c","Aristida",1,"0","103",NA,NA,"AB.54N.D.II.c","Winged",1,1,"83","95","42","111",NA,NA,"0",NA,19
"54N","D","II","c","Aristida",2,NA,NA,NA,NA,"AB.54N.D.II.c","Winged",1,1,"83","95","42","111",NA,NA,"0",NA,19
"54N","D","II","c","Aristida",3,NA,NA,NA,NA,"AB.54N.D.II.c","Winged",1,1,"83","95","42","111",NA,NA,"0",NA,19
"54N","D","II","c","Anthaenantia",1,"25","15",NA,NA,"AV.54N.D.II.c","Winged",1,1,"35","34","16","4",NA,"0.1","0",NA,19
"54N","D","II","c","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.II.c","Winged",1,1,"35","34","16","4",NA,"0.1","0",NA,19
"54N","D","II","c","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.II.c","Winged",1,1,"35","34","16","4",NA,"0.1","0",NA,19
"54N","D","II","d","Liatris",1,NA,NA,NA,NA,"LE.54N.D.II.d","Winged",1,1,"7","8","29","1","0",NA,"3",NA,36
"54N","D","II","d","Liatris",2,NA,NA,NA,NA,"LE.54N.D.II.d","Winged",1,1,"7","8","29","1","0",NA,"3",NA,36
"54N","D","II","d","Liatris",3,NA,NA,NA,NA,"LE.54N.D.II.d","Winged",1,1,"7","8","29","1","0",NA,"3",NA,36
"54N","D","II","d","Carphephorus",1,NA,NA,NA,NA,"CB.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","II","d","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","II","d","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","II","d","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.D.II.d","Winged",1,0,"4.5","7","6","0",NA,NA,"0",NA,36
"54N","D","II","d","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.D.II.d","Winged",1,0,"4.5","7","6","0",NA,NA,"0",NA,36
"54N","D","II","d","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.II.d","Winged",1,0,"4.5","7","6","0",NA,NA,"0",NA,36
"54N","D","II","d","Aristida",1,NA,NA,NA,NA,"AB.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,"0","1","delete pre-disp seed predation data",36
"54N","D","II","d","Aristida",2,NA,NA,NA,NA,"AB.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,"0","1","delete pre-disp seed predation data",36
"54N","D","II","d","Aristida",3,NA,NA,NA,NA,"AB.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,"0","1","delete pre-disp seed predation data",36
"54N","D","II","d","Anthaenantia",1,NA,NA,NA,NA,"AV.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","II","d","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","II","d","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.II.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","III","a","Liatris",1,NA,NA,NA,NA,"LE.54N.D.III.a","Winged",1,0,"1.5","4","2","0",NA,NA,"0",NA,0
"54N","D","III","a","Liatris",2,NA,NA,NA,NA,"LE.54N.D.III.a","Winged",1,0,"1.5","4","2","0",NA,NA,"0",NA,0
"54N","D","III","a","Liatris",3,NA,NA,NA,NA,"LE.54N.D.III.a","Winged",1,0,"1.5","4","2","0",NA,NA,"0",NA,0
"54N","D","III","a","Carphephorus",1,NA,NA,NA,NA,"CB.54N.D.III.a","Winged",1,0,"17","15","5.5","0",NA,NA,"0",NA,0
"54N","D","III","a","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.III.a","Winged",1,0,"17","15","5.5","0",NA,NA,"0",NA,0
"54N","D","III","a","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.III.a","Winged",1,0,"17","15","5.5","0",NA,NA,"0",NA,0
"54N","D","III","a","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.D.III.a","Winged",1,0,"34","39","29","0",NA,NA,"0",NA,0
"54N","D","III","a","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.D.III.a","Winged",1,0,"34","39","29","0",NA,NA,"0",NA,0
"54N","D","III","a","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.III.a","Winged",1,0,"34","39","29","0",NA,NA,"0",NA,0
"54N","D","III","a","Aristida",1,"0","74",NA,NA,"AB.54N.D.III.a","Winged",1,1,"71","78","41","3",NA,"0","0",NA,0
"54N","D","III","a","Aristida",2,NA,NA,NA,NA,"AB.54N.D.III.a","Winged",1,1,"71","78","41","3",NA,"0","0",NA,0
"54N","D","III","a","Aristida",3,NA,NA,NA,NA,"AB.54N.D.III.a","Winged",1,1,"71","78","41","3",NA,"0","0",NA,0
"54N","D","III","a","Anthaenantia",1,"23","70",NA,NA,"AV.54N.D.III.a","Winged",1,1,"41","39","5","3",NA,"0","0",NA,0
"54N","D","III","a","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.III.a","Winged",1,1,"41","39","5","3",NA,"0","0",NA,0
"54N","D","III","a","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.III.a","Winged",1,1,"41","39","5","3",NA,"0","0",NA,0
"54N","D","III","b","Liatris",1,NA,NA,NA,NA,"LE.54N.D.III.b","Winged",1,0,"3","7","1.5","0",NA,NA,"0",NA,10
"54N","D","III","b","Liatris",2,NA,NA,NA,NA,"LE.54N.D.III.b","Winged",1,0,"3","7","1.5","0",NA,NA,"0",NA,10
"54N","D","III","b","Liatris",3,NA,NA,NA,NA,"LE.54N.D.III.b","Winged",1,0,"3","7","1.5","0",NA,NA,"0",NA,10
"54N","D","III","b","Carphephorus",1,"3","5",NA,NA,"CB.54N.D.III.b","Winged",1,1,"15","15","31","3","29","0","0",NA,10
"54N","D","III","b","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.III.b","Winged",1,1,"15","15","31","3","29","0","0",NA,10
"54N","D","III","b","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.III.b","Winged",1,1,"15","15","31","3","29","0","0",NA,10
"54N","D","III","b","Sorghastrum",1,"63","133",NA,NA,"SS.54N.D.III.b","Winged",1,1,"68","74","28","54",NA,"0","0",NA,10
"54N","D","III","b","Sorghastrum",2,"93","108",NA,NA,"SS.54N.D.III.b","Winged",1,1,"68","74","28","54",NA,"0","0",NA,10
"54N","D","III","b","Sorghastrum",3,"29","149",NA,NA,"SS.54N.D.III.b","Winged",1,1,"68","74","28","54",NA,"0","0",NA,10
"54N","D","III","b","Aristida",1,NA,NA,NA,NA,"AB.54N.D.III.b","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"54N","D","III","b","Aristida",2,NA,NA,NA,NA,"AB.54N.D.III.b","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"54N","D","III","b","Aristida",3,NA,NA,NA,NA,"AB.54N.D.III.b","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"54N","D","III","b","Anthaenantia",1,NA,NA,NA,NA,"AV.54N.D.III.b","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"54N","D","III","b","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.III.b","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"54N","D","III","b","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.III.b","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,10
"54N","D","III","c","Liatris",1,NA,NA,NA,NA,"LE.54N.D.III.c","Winged",1,0,"4","6","5","0",NA,NA,"0",NA,19
"54N","D","III","c","Liatris",2,NA,NA,NA,NA,"LE.54N.D.III.c","Winged",1,0,"4","6","5","0",NA,NA,"0",NA,19
"54N","D","III","c","Liatris",3,NA,NA,NA,NA,"LE.54N.D.III.c","Winged",1,0,"4","6","5","0",NA,NA,"0",NA,19
"54N","D","III","c","Carphephorus",1,NA,NA,NA,NA,"CB.54N.D.III.c","Winged",1,0,"6.5","5.5","1","0",NA,NA,"0",NA,19
"54N","D","III","c","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.III.c","Winged",1,0,"6.5","5.5","1","0",NA,NA,"0",NA,19
"54N","D","III","c","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.III.c","Winged",1,0,"6.5","5.5","1","0",NA,NA,"0",NA,19
"54N","D","III","c","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.D.III.c","Winged",1,0,"21","25","19","0",NA,NA,"0",NA,19
"54N","D","III","c","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.D.III.c","Winged",1,0,"21","25","19","0",NA,NA,"0",NA,19
"54N","D","III","c","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.III.c","Winged",1,0,"21","25","19","0",NA,NA,"0",NA,19
"54N","D","III","c","Aristida",1,NA,NA,NA,NA,"AB.54N.D.III.c","Winged",1,1,"85","93","50","1",NA,NA,"0",NA,19
"54N","D","III","c","Aristida",2,NA,NA,NA,NA,"AB.54N.D.III.c","Winged",1,1,"85","93","50","1",NA,NA,"0",NA,19
"54N","D","III","c","Aristida",3,NA,NA,NA,NA,"AB.54N.D.III.c","Winged",1,1,"85","93","50","1",NA,NA,"0",NA,19
"54N","D","III","c","Anthaenantia",1,"102","36",NA,NA,"AV.54N.D.III.c","Winged",1,1,"30","31","5","5",NA,"0","0",NA,19
"54N","D","III","c","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.III.c","Winged",1,1,"30","31","5","5",NA,"0","0",NA,19
"54N","D","III","c","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.III.c","Winged",1,1,"30","31","5","5",NA,"0","0",NA,19
"54N","D","III","d","Liatris",1,NA,NA,NA,NA,"LE.54N.D.III.d","Winged",1,1,"7","69","57","1","32",NA,"3",NA,36
"54N","D","III","d","Liatris",2,NA,NA,NA,NA,"LE.54N.D.III.d","Winged",1,1,"7","69","57","1","32",NA,"3",NA,36
"54N","D","III","d","Liatris",3,NA,NA,NA,NA,"LE.54N.D.III.d","Winged",1,1,"7","69","57","1","32",NA,"3",NA,36
"54N","D","III","d","Carphephorus",1,NA,NA,NA,NA,"CB.54N.D.III.d","Winged",1,0,"8","8.5","4","0",NA,NA,"0",NA,36
"54N","D","III","d","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.III.d","Winged",1,0,"8","8.5","4","0",NA,NA,"0",NA,36
"54N","D","III","d","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.III.d","Winged",1,0,"8","8.5","4","0",NA,NA,"0",NA,36
"54N","D","III","d","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","III","d","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","III","d","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","III","d","Aristida",1,NA,NA,NA,NA,"AB.54N.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","III","d","Aristida",2,NA,NA,NA,NA,"AB.54N.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","III","d","Aristida",3,NA,NA,NA,NA,"AB.54N.D.III.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","III","d","Anthaenantia",1,"140","42",NA,NA,"AV.54N.D.III.d","Winged",1,1,"28","36","8","12",NA,"0","0",NA,36
"54N","D","III","d","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.III.d","Winged",1,1,"28","36","8","12",NA,"0","0",NA,36
"54N","D","III","d","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.III.d","Winged",1,1,"28","36","8","12",NA,"0","0",NA,36
"54N","D","IV","a","Liatris",1,NA,NA,NA,NA,"LE.54N.D.IV.a","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"54N","D","IV","a","Liatris",2,NA,NA,NA,NA,"LE.54N.D.IV.a","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"54N","D","IV","a","Liatris",3,NA,NA,NA,NA,"LE.54N.D.IV.a","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"54N","D","IV","a","Carphephorus",1,NA,NA,NA,NA,"CB.54N.D.IV.a","Winged",1,0,"9.5","11","1","0",NA,NA,"0",NA,0
"54N","D","IV","a","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.IV.a","Winged",1,0,"9.5","11","1","0",NA,NA,"0",NA,0
"54N","D","IV","a","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.IV.a","Winged",1,0,"9.5","11","1","0",NA,NA,"0",NA,0
"54N","D","IV","a","Sorghastrum",1,"162","31",NA,NA,"SS.54N.D.IV.a","Winged",1,1,"110","100","45","45",NA,"0.1","0",NA,0
"54N","D","IV","a","Sorghastrum",2,"119","18",NA,NA,"SS.54N.D.IV.a","Winged",1,1,"110","100","45","45",NA,"0.1","0",NA,0
"54N","D","IV","a","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.IV.a","Winged",1,1,"110","100","45","45",NA,"0.1","0",NA,0
"54N","D","IV","a","Aristida",1,NA,NA,NA,NA,"AB.54N.D.IV.a","Winged",1,0,"59","52","38","0",NA,NA,"0",NA,0
"54N","D","IV","a","Aristida",2,NA,NA,NA,NA,"AB.54N.D.IV.a","Winged",1,0,"59","52","38","0",NA,NA,"0",NA,0
"54N","D","IV","a","Aristida",3,NA,NA,NA,NA,"AB.54N.D.IV.a","Winged",1,0,"59","52","38","0",NA,NA,"0",NA,0
"54N","D","IV","a","Anthaenantia",1,"8","16",NA,NA,"AV.54N.D.IV.a","Winged",1,1,"47","46","6","6",NA,"0","0",NA,0
"54N","D","IV","a","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.IV.a","Winged",1,1,"47","46","6","6",NA,"0","0",NA,0
"54N","D","IV","a","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.IV.a","Winged",1,1,"47","46","6","6",NA,"0","0",NA,0
"54N","D","IV","b","Liatris",1,"4","9",NA,NA,"LE.54N.D.IV.b","Winged",1,1,"31","41","31.5","1","0","0","0",NA,10
"54N","D","IV","b","Liatris",2,NA,NA,NA,NA,"LE.54N.D.IV.b","Winged",1,1,"31","41","31.5","1","0","0","0",NA,10
"54N","D","IV","b","Liatris",3,NA,NA,NA,NA,"LE.54N.D.IV.b","Winged",1,1,"31","41","31.5","1","0","0","0",NA,10
"54N","D","IV","b","Carphephorus",1,"2","24",NA,NA,"CB.54N.D.IV.b","Winged",1,1,"27","30","25","5","52","0.2","0",NA,10
"54N","D","IV","b","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.IV.b","Winged",1,1,"27","30","25","5","52","0.2","0",NA,10
"54N","D","IV","b","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.IV.b","Winged",1,1,"27","30","25","5","52","0.2","0",NA,10
"54N","D","IV","b","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.D.IV.b","Winged",1,0,"54","63","29","0",NA,NA,"0",NA,10
"54N","D","IV","b","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.D.IV.b","Winged",1,0,"54","63","29","0",NA,NA,"0",NA,10
"54N","D","IV","b","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.IV.b","Winged",1,0,"54","63","29","0",NA,NA,"0",NA,10
"54N","D","IV","b","Aristida",1,"0","94",NA,NA,"AB.54N.D.IV.b","Winged",1,1,"58","61","22","5",NA,"0.6","0",NA,10
"54N","D","IV","b","Aristida",2,NA,NA,NA,NA,"AB.54N.D.IV.b","Winged",1,1,"58","61","22","5",NA,"0.6","0",NA,10
"54N","D","IV","b","Aristida",3,NA,NA,NA,NA,"AB.54N.D.IV.b","Winged",1,1,"58","61","22","5",NA,"0.6","0",NA,10
"54N","D","IV","b","Anthaenantia",1,"29","21",NA,NA,"AV.54N.D.IV.b","Winged",1,1,"30","37","6","6",NA,"0.2","0",NA,10
"54N","D","IV","b","Anthaenantia",2,"23","27",NA,NA,"AV.54N.D.IV.b","Winged",1,1,"30","37","6","6",NA,"0.2","0",NA,10
"54N","D","IV","b","Anthaenantia",3,"113","20",NA,NA,"AV.54N.D.IV.b","Winged",1,1,"30","37","6","6",NA,"0.2","0",NA,10
"54N","D","IV","c","Liatris",1,"0","16",NA,NA,"LE.54N.D.IV.c","Winged",1,1,"64","19","15.5","1","6","0","0",NA,19
"54N","D","IV","c","Liatris",2,NA,NA,NA,NA,"LE.54N.D.IV.c","Winged",1,1,"64","19","15.5","1","6","0","0",NA,19
"54N","D","IV","c","Liatris",3,NA,NA,NA,NA,"LE.54N.D.IV.c","Winged",1,1,"64","19","15.5","1","6","0","0",NA,19
"54N","D","IV","c","Carphephorus",1,"3","28",NA,NA,"CB.54N.D.IV.c","Winged",1,1,"42","58","44","5","41","0.2","0",NA,19
"54N","D","IV","c","Carphephorus",2,"1","17",NA,NA,"CB.54N.D.IV.c","Winged",1,1,"42","58","44","5","41","0.2","0",NA,19
"54N","D","IV","c","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.IV.c","Winged",1,1,"42","58","44","5","41","0.2","0",NA,19
"54N","D","IV","c","Sorghastrum",1,"61","53",NA,NA,"SS.54N.D.IV.c","Winged",1,1,"75","76","43","52",NA,"0.1","0",NA,19
"54N","D","IV","c","Sorghastrum",2,"64","30",NA,NA,"SS.54N.D.IV.c","Winged",1,1,"75","76","43","52",NA,"0.1","0",NA,19
"54N","D","IV","c","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.IV.c","Winged",1,1,"75","76","43","52",NA,"0.1","0",NA,19
"54N","D","IV","c","Aristida",1,NA,NA,NA,NA,"AB.54N.D.IV.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"54N","D","IV","c","Aristida",2,NA,NA,NA,NA,"AB.54N.D.IV.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"54N","D","IV","c","Aristida",3,NA,NA,NA,NA,"AB.54N.D.IV.c","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,19
"54N","D","IV","c","Anthaenantia",1,"52","64",NA,NA,"AV.54N.D.IV.c","Winged",1,1,"33","40","15","11",NA,"0.4","0",NA,19
"54N","D","IV","c","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.IV.c","Winged",1,1,"33","40","15","11",NA,"0.4","0",NA,19
"54N","D","IV","c","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.IV.c","Winged",1,1,"33","40","15","11",NA,"0.4","0",NA,19
"54N","D","IV","d","Liatris",1,NA,NA,NA,NA,"LE.54N.D.IV.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","IV","d","Liatris",2,NA,NA,NA,NA,"LE.54N.D.IV.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","IV","d","Liatris",3,NA,NA,NA,NA,"LE.54N.D.IV.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","IV","d","Carphephorus",1,NA,NA,NA,NA,"CB.54N.D.IV.d","Winged",1,0,"12.5","11","3.5","0",NA,NA,"0",NA,36
"54N","D","IV","d","Carphephorus",2,NA,NA,NA,NA,"CB.54N.D.IV.d","Winged",1,0,"12.5","11","3.5","0",NA,NA,"0",NA,36
"54N","D","IV","d","Carphephorus",3,NA,NA,NA,NA,"CB.54N.D.IV.d","Winged",1,0,"12.5","11","3.5","0",NA,NA,"0",NA,36
"54N","D","IV","d","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.D.IV.d","Winged",1,0,"39","42","44","0",NA,NA,"0",NA,36
"54N","D","IV","d","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.D.IV.d","Winged",1,0,"39","42","44","0",NA,NA,"0",NA,36
"54N","D","IV","d","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.D.IV.d","Winged",1,0,"39","42","44","0",NA,NA,"0",NA,36
"54N","D","IV","d","Aristida",1,"0","72",NA,NA,"AB.54N.D.IV.d","Winged",1,1,"69","82","27","30",NA,"0.2","0",NA,36
"54N","D","IV","d","Aristida",2,NA,NA,NA,NA,"AB.54N.D.IV.d","Winged",1,1,"69","82","27","30",NA,"0.2","0",NA,36
"54N","D","IV","d","Aristida",3,NA,NA,NA,NA,"AB.54N.D.IV.d","Winged",1,1,"69","82","27","30",NA,"0.2","0",NA,36
"54N","D","IV","d","Anthaenantia",1,NA,NA,NA,NA,"AV.54N.D.IV.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","IV","d","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.D.IV.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","D","IV","d","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.D.IV.d","Winged",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,36
"54N","E","I","a","Liatris",1,"1","10",NA,NA,"LE.54N.E.I.a","Rectangle",1,1,"78","70","46","1","0","0","0",NA,0
"54N","E","I","a","Liatris",2,NA,NA,NA,NA,"LE.54N.E.I.a","Rectangle",1,1,"78","70","46","1","0","0","0",NA,0
"54N","E","I","a","Liatris",3,NA,NA,NA,NA,"LE.54N.E.I.a","Rectangle",1,1,"78","70","46","1","0","0","0",NA,0
"54N","E","I","a","Carphephorus",1,NA,NA,NA,NA,"CB.54N.E.I.a","Rectangle",1,1,"21","20","5","1","0",NA,"3",NA,0
"54N","E","I","a","Carphephorus",2,NA,NA,NA,NA,"CB.54N.E.I.a","Rectangle",1,1,"21","20","5","1","0",NA,"3",NA,0
"54N","E","I","a","Carphephorus",3,NA,NA,NA,NA,"CB.54N.E.I.a","Rectangle",1,1,"21","20","5","1","0",NA,"3",NA,0
"54N","E","I","a","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.E.I.a","Rectangle",1,0,"43","56","50","0",NA,NA,"0",NA,0
"54N","E","I","a","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.E.I.a","Rectangle",1,0,"43","56","50","0",NA,NA,"0",NA,0
"54N","E","I","a","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.E.I.a","Rectangle",1,0,"43","56","50","0",NA,NA,"0",NA,0
"54N","E","I","a","Aristida",1,"0","31","7 spewing seeds",NA,"AB.54N.E.I.a","Rectangle",1,1,"75","83","41","56",NA,"0.2","0",NA,0
"54N","E","I","a","Aristida",2,NA,NA,NA,NA,"AB.54N.E.I.a","Rectangle",1,1,"75","83","41","56",NA,"0.2","0",NA,0
"54N","E","I","a","Aristida",3,NA,NA,NA,NA,"AB.54N.E.I.a","Rectangle",1,1,"75","83","41","56",NA,"0.2","0",NA,0
"54N","E","I","a","Anthaenantia",1,NA,NA,NA,NA,"AV.54N.E.I.a","Rectangle",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"54N","E","I","a","Anthaenantia",2,NA,NA,NA,NA,"AV.54N.E.I.a","Rectangle",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"54N","E","I","a","Anthaenantia",3,NA,NA,NA,NA,"AV.54N.E.I.a","Rectangle",0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0
"54N","E","I","b","Liatris",1,NA,NA,NA,NA,"LE.54N.E.I.b","Rectangle",1,0,"13","7","3","0",NA,NA,"0",NA,10
"54N","E","I","b","Liatris",2,NA,NA,NA,NA,"LE.54N.E.I.b","Rectangle",1,0,"13","7","3","0",NA,NA,"0",NA,10
"54N","E","I","b","Liatris",3,NA,NA,NA,NA,"LE.54N.E.I.b","Rectangle",1,0,"13","7","3","0",NA,NA,"0",NA,10
"54N","E","I","b","Carphephorus",1,NA,NA,NA,NA,"CB.54N.E.I.b","Rectangle",1,0,"11","13","4","0",NA,NA,"0",NA,10
"54N","E","I","b","Carphephorus",2,NA,NA,NA,NA,"CB.54N.E.I.b","Rectangle",1,0,"11","13","4","0",NA,NA,"0",NA,10
"54N","E","I","b","Carphephorus",3,NA,NA,NA,NA,"CB.54N.E.I.b","Rectangle",1,0,"11","13","4","0",NA,NA,"0",NA,10
"54N","E","I","b","Sorghastrum",1,NA,NA,NA,NA,"SS.54N.E.I.b","Rectangle",1,0,"50","60","40","0",NA,NA,"0",NA,10
"54N","E","I","b","Sorghastrum",2,NA,NA,NA,NA,"SS.54N.E.I.b","Rectangle",1,0,"50","60","40","0",NA,NA,"0",NA,10
"54N","E","I","b","Sorghastrum",3,NA,NA,NA,NA,"SS.54N.E.I.b","Rectangle",1,0,"50","60","40","0",NA,NA,"0",NA,10
"54N","E","I","b","Aristida",1,"0","40",NA,NA,"AB.54N.E.I.b","Rectangle",1,1,"75","69","36","33",NA,"0.1","0",NA,10
"54N","E","I","b","Aristida",2,NA,NA,NA,NA,"AB.54N.E.I.b","Rectangle",1,1,"75","69","36","33",NA,"0.1","0",NA,10
"54N","E","I","b","Aristida",3,NA,NA,NA,NA,"AB.54N.E.I.b","Rectangle",1,1,"75","69","36","33",NA,"0.1","0",NA,10
