Species,EU,Patch,Corner,Distance,Live/dead,Reproductive status,# Reproductive structures,Transplant notes,# recruits in plot,# recruits out of plot,Recruit notes
NG,53S,E,IV,c,1,0,.,,0,0,
SS,53S,E,IV,c,1,1,"""1-10""",,0,0,
AB,53S,E,IV,d,1,1,11-100,,0,0,
AV,53S,E,IV,d,1,1,"""1-10""",,1,0,
CB,53S,E,IV,d,1,0,.,,0,0,
GD,53S,E,IV,d,0,.,.,,0,0,
LE,53S,E,IV,d,1,0,.,,0,0,
NG,53S,E,IV,d,1,0,.,,0,0,
SS,53S,E,IV,d,1,1,11-100,,0,0,
AB,54N,A,I,a,.,.,.,.,.,.,
AV,54N,A,I,a,.,.,.,.,.,.,
CB,54N,A,I,a,.,.,.,.,.,.,
GD,54N,A,I,a,.,.,.,.,.,.,
LE,54N,A,I,a,.,.,.,.,.,.,
NG,54N,A,I,a,.,.,.,.,.,.,
SS,54N,A,I,a,.,.,.,.,.,.,
AB,54N,A,I,b,.,.,.,.,.,.,
AV,54N,A,I,b,.,.,.,.,.,.,
CB,54N,A,I,b,.,.,.,.,.,.,
GD,54N,A,I,b,.,.,.,.,.,.,
LE,54N,A,I,b,.,.,.,.,.,.,
NG,54N,A,I,b,.,.,.,.,.,.,
SS,54N,A,I,b,.,.,.,.,.,.,
AB,54N,A,I,c,.,.,.,.,.,.,
AV,54N,A,I,c,.,.,.,.,.,.,
CB,54N,A,I,c,.,.,.,.,.,.,
GD,54N,A,I,c,.,.,.,.,.,.,
LE,54N,A,I,c,.,.,.,.,.,.,
NG,54N,A,I,c,.,.,.,.,.,.,
SS,54N,A,I,c,.,.,.,.,.,.,
AB,54N,A,I,d,.,.,.,.,.,.,
AV,54N,A,I,d,.,.,.,.,.,.,
CB,54N,A,I,d,.,.,.,.,.,.,
GD,54N,A,I,d,.,.,.,.,.,.,
LE,54N,A,I,d,.,.,.,.,.,.,
NG,54N,A,I,d,.,.,.,.,.,.,
SS,54N,A,I,d,.,.,.,.,.,.,
AB,54N,A,II,a,.,.,.,.,.,.,
AV,54N,A,II,a,.,.,.,.,.,.,
CB,54N,A,II,a,.,.,.,.,.,.,
GD,54N,A,II,a,.,.,.,.,.,.,
LE,54N,A,II,a,.,.,.,.,.,.,
NG,54N,A,II,a,.,.,.,.,.,.,
SS,54N,A,II,a,.,.,.,.,.,.,
AB,54N,A,II,b,.,.,.,.,.,.,
AV,54N,A,II,b,.,.,.,.,.,.,
CB,54N,A,II,b,.,.,.,.,.,.,
GD,54N,A,II,b,.,.,.,.,.,.,
LE,54N,A,II,b,.,.,.,.,.,.,
NG,54N,A,II,b,.,.,.,.,.,.,
SS,54N,A,II,b,.,.,.,.,.,.,
AB,54N,A,II,c,.,.,.,.,.,.,
AV,54N,A,II,c,.,.,.,.,.,.,
CB,54N,A,II,c,.,.,.,.,.,.,
GD,54N,A,II,c,.,.,.,.,.,.,
LE,54N,A,II,c,.,.,.,.,.,.,
NG,54N,A,II,c,.,.,.,.,.,.,
SS,54N,A,II,c,.,.,.,.,.,.,
AB,54N,A,II,d,.,.,.,.,.,.,
AV,54N,A,II,d,.,.,.,.,.,.,
CB,54N,A,II,d,.,.,.,.,.,.,
GD,54N,A,II,d,.,.,.,.,.,.,
LE,54N,A,II,d,.,.,.,.,.,.,
NG,54N,A,II,d,.,.,.,.,.,.,
SS,54N,A,II,d,.,.,.,.,.,.,
AB,54N,A,III,a,.,.,.,.,.,.,
AV,54N,A,III,a,.,.,.,.,.,.,
CB,54N,A,III,a,.,.,.,.,.,.,
GD,54N,A,III,a,.,.,.,.,.,.,
LE,54N,A,III,a,.,.,.,.,.,.,
NG,54N,A,III,a,.,.,.,.,.,.,
SS,54N,A,III,a,.,.,.,.,.,.,
AB,54N,A,III,b,.,.,.,.,.,.,
AV,54N,A,III,b,.,.,.,.,.,.,
CB,54N,A,III,b,.,.,.,.,.,.,
GD,54N,A,III,b,.,.,.,.,.,.,
LE,54N,A,III,b,.,.,.,.,.,.,
NG,54N,A,III,b,.,.,.,.,.,.,
SS,54N,A,III,b,.,.,.,.,.,.,
AB,54N,A,III,c,.,.,.,.,.,.,
AV,54N,A,III,c,.,.,.,.,.,.,
CB,54N,A,III,c,.,.,.,.,.,.,
GD,54N,A,III,c,.,.,.,.,.,.,
LE,54N,A,III,c,.,.,.,.,.,.,
NG,54N,A,III,c,.,.,.,.,.,.,
SS,54N,A,III,c,.,.,.,.,.,.,
AB,54N,A,III,d,.,.,.,.,.,.,
AV,54N,A,III,d,.,.,.,.,.,.,
CB,54N,A,III,d,.,.,.,.,.,.,
GD,54N,A,III,d,.,.,.,.,.,.,
LE,54N,A,III,d,.,.,.,.,.,.,
NG,54N,A,III,d,.,.,.,.,.,.,
SS,54N,A,III,d,.,.,.,.,.,.,
AB,54N,A,IV,a,.,.,.,.,.,.,
AV,54N,A,IV,a,.,.,.,.,.,.,
CB,54N,A,IV,a,.,.,.,.,.,.,
GD,54N,A,IV,a,.,.,.,.,.,.,
LE,54N,A,IV,a,.,.,.,.,.,.,
NG,54N,A,IV,a,.,.,.,.,.,.,
SS,54N,A,IV,a,.,.,.,.,.,.,
AB,54N,A,IV,b,.,.,.,.,.,.,
AV,54N,A,IV,b,.,.,.,.,.,.,
CB,54N,A,IV,b,.,.,.,.,.,.,
GD,54N,A,IV,b,.,.,.,.,.,.,
LE,54N,A,IV,b,.,.,.,.,.,.,
NG,54N,A,IV,b,.,.,.,.,.,.,
SS,54N,A,IV,b,.,.,.,.,.,.,
AB,54N,A,IV,c,.,.,.,.,.,.,
AV,54N,A,IV,c,.,.,.,.,.,.,
CB,54N,A,IV,c,.,.,.,.,.,.,
GD,54N,A,IV,c,.,.,.,.,.,.,
LE,54N,A,IV,c,.,.,.,.,.,.,
NG,54N,A,IV,c,.,.,.,.,.,.,
SS,54N,A,IV,c,.,.,.,.,.,.,
AB,54N,A,IV,d,.,.,.,.,.,.,
AV,54N,A,IV,d,.,.,.,.,.,.,
CB,54N,A,IV,d,.,.,.,.,.,.,
GD,54N,A,IV,d,.,.,.,.,.,.,
LE,54N,A,IV,d,.,.,.,.,.,.,
NG,54N,A,IV,d,.,.,.,.,.,.,
SS,54N,A,IV,d,.,.,.,.,.,.,
AB,54N,B,I,a,1,1,100-200,,0,0,
AV,54N,B,I,a,0,.,.,,0,0,
CB,54N,B,I,a,1,1,10-100,,0,0,
GD,54N,B,I,a,1,0,.,,0,0,
LE,54N,B,I,a,1,1,100-200,,0,0,
NG,54N,B,I,a,0,.,.,,0,0,
SS,54N,B,I,a,1,1,10-100,,0,0,
AB,54N,B,I,b,1,1,11-100,,0,0,
AV,54N,B,I,b,1,1,11-100,,0,0,
CB,54N,B,I,b,1,1,100-200,,0,0,
GD,54N,B,I,b,0,.,.,,0,0,
LE,54N,B,I,b,1,0,.,,0,0,
NG,54N,B,I,b,1,0,.,,0,0,
SS,54N,B,I,b,1,1,"""1-10""",,0,7,
AB,54N,B,I,c,1,1,10-100,,0,0,
AV,54N,B,I,c,1,1,10-100,,0,0,
CB,54N,B,I,c,1,1,10-100,,0,0,
GD,54N,B,I,c,1,0,.,,0,0,
LE,54N,B,I,c,1,0,.,,0,0,
NG,54N,B,I,c,1,1,"""1-10""",,0,0,
SS,54N,B,I,c,0,.,dead,,0,0,
AB,54N,B,I,d,1,1,300-400,,0,0,
AV,54N,B,I,d,1,1,11-100,,0,0,
CB,54N,B,I,d,0,.,.,,0,0,
GD,54N,B,I,d,0,.,.,,0,0,
LE,54N,B,I,d,1,1,200-300,,1,0,
NG,54N,B,I,d,1,0,.,,0,0,
SS,54N,B,I,d,1,1,"""1-10""",,1,0,
AB,54N,B,II,a,0,.,.,,0,0,
AV,54N,B,II,a,1,1,"""1-10""",,0,0,
CB,54N,B,II,a,1,1,10-100,,0,0,
GD,54N,B,II,a,0,0,.,,0,0,
LE,54N,B,II,a,0,0,.,,0,0,
NG,54N,B,II,a,1,0,.,,0,0,
SS,54N,B,II,a,0,.,dead,,0,0,
AB,54N,B,II,b,1,1,11-100,,0,0,
AV,54N,B,II,b,1,1,11-100,,0,0,
CB,54N,B,II,b,1,0,.,,0,0,
GD,54N,B,II,b,0,.,.,,0,0,
LE,54N,B,II,b,0,.,.,,0,0,
NG,54N,B,II,b,1,0,.,,0,0,
SS,54N,B,II,b,1,0,.,,0,0,
AB,54N,B,II,c,1,1,100-200,,0,0,
AV,54N,B,II,c,1,1,11-100,,0,0,
CB,54N,B,II,c,1,1,11-100,,0,0,
GD,54N,B,II,c,1,0,.,,1,0,
LE,54N,B,II,c,0,.,.,,0,0,
NG,54N,B,II,c,1,1,"""1-10""",female,0,0,
SS,54N,B,II,c,1,0,.,,0,0,
AB,54N,B,II,d,1,1,10-100,,0,0,
AV,54N,B,II,d,1,1,10-100,,0,0,
CB,54N,B,II,d,1,1,10-100,,0,0,
GD,54N,B,II,d,0,.,dead,,0,0,
LE,54N,B,II,d,0,.,.,,0,0,
NG,54N,B,II,d,1,0,.,,0,0,
SS,54N,B,II,d,1,1,"""1-10""",,0,0,
AB,54N,B,III,a,1,1,11-100,,0,0,
AV,54N,B,III,a,1,1,11-100,,0,0,
CB,54N,B,III,a,1,1,11-100,,0,0,
GD,54N,B,III,a,0,.,.,,0,0,
LE,54N,B,III,a,1,1,100-200,,17,2,
NG,54N,B,III,a,0,.,.,,0,0,
SS,54N,B,III,a,1,1,"""1-10""",,0,0,
AB,54N,B,III,b,1,1,10-100,,0,0,
AV,54N,B,III,b,1,1,10-100,,0,0,
CB,54N,B,III,b,1,1,10-100,,0,0,
GD,54N,B,III,b,0,.,dead,,0,0,
LE,54N,B,III,b,1,1,"""1-10""",,0,0,
NG,54N,B,III,b,1,0,.,,0,0,
SS,54N,B,III,b,1,1,10-100,,0,0,
AB,54N,B,III,c,1,1,11-100,,0,0,
AV,54N,B,III,c,1,1,10-100,,0,0,
CB,54N,B,III,c,1,1,11-100,,0,0,
GD,54N,B,III,c,1,0,.,,0,0,
LE,54N,B,III,c,0,.,.,,0,0,
NG,54N,B,III,c,0,.,dead,,0,0,
SS,54N,B,III,c,1,1,"""1-10""",,0,0,
AB,54N,B,III,d,1,1,300-400,,0,0,
AV,54N,B,III,d,1,1,"""1-10""",,0,0,
CB,54N,B,III,d,0,.,.,,0,0,
GD,54N,B,III,d,0,.,.,,0,0,
LE,54N,B,III,d,0,.,.,,0,0,
NG,54N,B,III,d,1,1,1,female,0,0,
SS,54N,B,III,d,0,.,.,,0,0,
AB,54N,B,IV,a,1,1,11-100,,0,0,
AV,54N,B,IV,a,1,1,"""1-10""",,0,0,
CB,54N,B,IV,a,1,1,11-100,,1,0,
GD,54N,B,IV,a,0,.,.,,0,0,
LE,54N,B,IV,a,1,1,11-100,,0,0,
NG,54N,B,IV,a,1,0,.,,0,0,
SS,54N,B,IV,a,1,0,.,,0,0,
AB,54N,B,IV,b,1,1,10-100,,0,0,
AV,54N,B,IV,b,1,1,"""1-10""",,0,0,
CB,54N,B,IV,b,1,1,10-100,,0,0,
GD,54N,B,IV,b,1,0,.,,0,0,
LE,54N,B,IV,b,1,1,10-100,,0,0,
NG,54N,B,IV,b,1,0,.,,0,0,
SS,54N,B,IV,b,1,0,.,,0,0,
AB,54N,B,IV,c,1,1,100-200,,1,0,
AV,54N,B,IV,c,1,1,"""1-10""",,1,0,
CB,54N,B,IV,c,1,1,100-200,,12,1,
GD,54N,B,IV,c,1,0,.,,0,0,
LE,54N,B,IV,c,1,0,.,,0,0,
NG,54N,B,IV,c,0,.,.,,0,0,
SS,54N,B,IV,c,1,1,"""1-10""",,0,0,
AB,54N,B,IV,d,.,.,.,,.,.,
AV,54N,B,IV,d,1,1,10-100,,0,0,
CB,54N,B,IV,d,1,1,11-100,,0,0,
GD,54N,B,IV,d,1,0,.,,0,0,
LE,54N,B,IV,d,1,0,.,,0,0,
NG,54N,B,IV,d,1,0,.,,0,0,
SS,54N,B,IV,d,1,0,.,,0,0,
AB,54N,C,I,a,1,1,11-100,,0,0,
AV,54N,C,I,a,0,.,.,,0,0,
CB,54N,C,I,a,1,1,11-100,,0,0,
GD,54N,C,I,a,0,.,.,,0,0,
LE,54N,C,I,a,1,1,11-100,,0,0,
NG,54N,C,I,a,1,0,.,,0,0,
SS,54N,C,I,a,1,1,"""1-10""",,0,0,
AB,54N,C,I,b,0,.,.,,0,0,
AV,54N,C,I,b,1,1,"""1-10""",,0,0,
CB,54N,C,I,b,1,1,100-200,,5,1,
GD,54N,C,I,b,0,.,.,,0,0,
LE,54N,C,I,b,1,1,11-100,,0,0,
NG,54N,C,I,b,1,1,"""1-10""",male,0,0,
SS,54N,C,I,b,1,1,11-100,,0,0,
AB,54N,C,I,c,1,0,.,,0,0,
AV,54N,C,I,c,1,1,"""1-10""",,0,0,
CB,54N,C,I,c,1,1,11-100,,0,1,
GD,54N,C,I,c,1,0,.,,0,0,
LE,54N,C,I,c,0,.,.,,0,0,
NG,54N,C,I,c,0,.,.,,0,0,
SS,54N,C,I,c,1,1,11-100,,0,0,
AB,54N,C,I,d,1,1,100-200,,0,1,
AV,54N,C,I,d,1,1,11-100,,0,0,
CB,54N,C,I,d,1,1,100-200,,0,0,
GD,54N,C,I,d,0,.,.,,0,0,
LE,54N,C,I,d,1,1,11-100,,0,0,
NG,54N,C,I,d,1,1,"""1-10""",female,0,0,
SS,54N,C,I,d,0,.,.,,0,0,
AB,54N,C,II,a,1,1,11-100,,0,0,
AV,54N,C,II,a,1,1,11-100,,0,0,
CB,54N,C,II,a,1,1,11-100,,0,0,
GD,54N,C,II,a,1,0,.,,0,0,
LE,54N,C,II,a,0,.,.,,0,0,
NG,54N,C,II,a,1,0,.,,0,0,
SS,54N,C,II,a,1,1,11-100,,0,0,
AB,54N,C,II,b,1,1,11-100,,0,0,
AV,54N,C,II,b,0,.,.,,0,0,
CB,54N,C,II,b,1,1,11-100,,0,0,
GD,54N,C,II,b,1,0,.,,0,0,
LE,54N,C,II,b,0,.,.,,0,0,
NG,54N,C,II,b,1,0,.,,0,0,
SS,54N,C,II,b,1,1,"""1-10""",,0,0,
AB,54N,C,II,c,1,1,100-200,,0,0,
AV,54N,C,II,c,1,0,.,,0,0,
CB,54N,C,II,c,1,1,11-100,,0,0,
GD,54N,C,II,c,1,0,.,,0,0,
LE,54N,C,II,c,1,0,.,,0,0,
NG,54N,C,II,c,1,0,.,,0,0,
SS,54N,C,II,c,1,1,"""1-10""",,0,0,
AB,54N,C,II,d,1,1,11-100,,0,0,
AV,54N,C,II,d,1,1,11-100,,0,0,
CB,54N,C,II,d,1,1,11-100,,0,0,
GD,54N,C,II,d,0,.,.,,0,0,
LE,54N,C,II,d,1,0,.,,0,0,
NG,54N,C,II,d,1,1,"""1-10""",female,0,0,
SS,54N,C,II,d,1,1,11-100,,0,0,
AB,54N,C,III,a,1,0,.,,0,0,
AV,54N,C,III,a,1,1,"""1-10""",,0,0,
CB,54N,C,III,a,1,1,100-200,,0,0,
GD,54N,C,III,a,1,0,.,,0,0,
LE,54N,C,III,a,1,1,11-100,,0,0,
NG,54N,C,III,a,1,0,.,,0,0,
SS,54N,C,III,a,1,0,.,,0,0,
AB,54N,C,III,b,1,1,100-200,,0,0,
AV,54N,C,III,b,0,.,.,,0,0,
CB,54N,C,III,b,1,1,11-100,,0,0,
GD,54N,C,III,b,1,0,.,,0,0,
LE,54N,C,III,b,0,.,.,,0,0,
NG,54N,C,III,b,1,0,.,,0,0,
SS,54N,C,III,b,1,1,11-100,,0,0,
AB,54N,C,III,c,1,1,100-200,,0,0,
AV,54N,C,III,c,1,1,"""1-10""",,0,0,
CB,54N,C,III,c,1,1,11-100,,0,0,
GD,54N,C,III,c,1,0,.,,0,0,
LE,54N,C,III,c,0,.,.,,0,0,
NG,54N,C,III,c,1,0,.,,0,0,
SS,54N,C,III,c,1,0,.,,0,0,
AB,54N,C,III,d,1,1,11-100,,0,0,
AV,54N,C,III,d,0,.,.,,0,0,
CB,54N,C,III,d,0,.,.,,4,0,
GD,54N,C,III,d,1,0,.,,0,0,
LE,54N,C,III,d,1,1,100-200,,2,0,
NG,54N,C,III,d,0,.,.,,0,0,
SS,54N,C,III,d,1,1,"""1-10""",,0,0,
AB,54N,C,IV,a,1,1,11-100,,0,0,
AV,54N,C,IV,a,1,1,"""1-10""",,0,0,
CB,54N,C,IV,a,1,1,11-100,,0,0,
GD,54N,C,IV,a,1,0,.,,0,0,
LE,54N,C,IV,a,1,1,100-200,,1,0,
NG,54N,C,IV,a,1,0,.,,0,0,
SS,54N,C,IV,a,1,0,.,,0,0,
AB,54N,C,IV,b,1,1,200-300,,0,0,
AV,54N,C,IV,b,1,1,11-100,,0,0,
CB,54N,C,IV,b,0,.,.,,0,0,
GD,54N,C,IV,b,1,0,.,,0,0,
LE,54N,C,IV,b,1,0,.,,0,0,
NG,54N,C,IV,b,1,0,.,,0,0,
SS,54N,C,IV,b,1,1,11-100,,0,2,
AB,54N,C,IV,c,1,1,100-200,,0,0,
AV,54N,C,IV,c,1,1,11-100,,0,0,
CB,54N,C,IV,c,1,1,11-100,,5,2,
GD,54N,C,IV,c,1,0,.,,0,0,
LE,54N,C,IV,c,1,1,100-200,,0,17,
NG,54N,C,IV,c,1,0,.,,0,0,
SS,54N,C,IV,c,1,1,11-100,,0,2,
AB,54N,C,IV,d,1,1,100-200,,0,0,
AV,54N,C,IV,d,0,.,.,,0,0,
CB,54N,C,IV,d,1,1,11-100,,0,0,
GD,54N,C,IV,d,0,.,.,,0,0,
LE,54N,C,IV,d,0,.,.,,0,0,
NG,54N,C,IV,d,0,.,.,,0,0,
SS,54N,C,IV,d,1,1,"""1-10""",,0,0,
AB,54N,D,I,a,1,1,"""1-10""",,0,0,
AV,54N,D,I,a,1,1,11-100,,0,0,
CB,54N,D,I,a,1,1,11-100,,0,0,
GD,54N,D,I,a,1,0,.,,0,0,
LE,54N,D,I,a,0,.,.,,0,0,
NG,54N,D,I,a,1,0,.,,0,0,
SS,54N,D,I,a,1,0,.,,1,0,
AB,54N,D,I,b,1,1,11-100,,0,0,
AV,54N,D,I,b,1,1,11-100,,1,0,
CB,54N,D,I,b,0,.,.,,0,0,
GD,54N,D,I,b,1,0,.,,0,0,
LE,54N,D,I,b,1,1,100-200,,0,0,
NG,54N,D,I,b,1,0,.,,0,0,
SS,54N,D,I,b,0,.,.,,0,0,
AB,54N,D,I,c,1,1,200-300,,0,0,
AV,54N,D,I,c,1,1,10-100,,0,0,
CB,54N,D,I,c,1,1,10-100,,0,0,
GD,54N,D,I,c,0,.,.,,0,0,
LE,54N,D,I,c,0,.,dead,,0,0,
NG,54N,D,I,c,1,0,.,,0,0,
SS,54N,D,I,c,1,0,.,,0,0,
AB,54N,D,I,d,0,.,.,,0,0,
AV,54N,D,I,d,1,1,11-100,,0,0,
CB,54N,D,I,d,1,1,100-200,,20,1,
GD,54N,D,I,d,0,.,.,,0,0,
LE,54N,D,I,d,0,.,.,,0,0,
NG,54N,D,I,d,1,0,.,,0,0,
SS,54N,D,I,d,1,1,"""1-10""",,0,1,
AB,54N,D,II,a,1,1,100-200,,0,0,
AV,54N,D,II,a,1,1,"""1-10""",,0,0,
CB,54N,D,II,a,1,1,10-100,,0,0,
GD,54N,D,II,a,1,0,.,,0,0,
LE,54N,D,II,a,1,1,200-300,,0,0,
NG,54N,D,II,a,1,0,.,,0,0,
SS,54N,D,II,a,0,.,.,,0,0,
AB,54N,D,II,b,1,1,200-300,,0,2,
AV,54N,D,II,b,1,1,11-100,,0,0,
CB,54N,D,II,b,1,1,200-300,,19,2,
GD,54N,D,II,b,1,0,.,,0,0,
LE,54N,D,II,b,0,.,.,,0,0,
NG,54N,D,II,b,1,0,.,,0,0,
SS,54N,D,II,b,0,.,.,,0,0,
AB,54N,D,II,c,1,1,100-200,,0,0,
AV,54N,D,II,c,1,1,"""1-10""",,0,0,
CB,54N,D,II,c,1,1,11-100,,0,0,
GD,54N,D,II,c,0,.,.,,0,0,
LE,54N,D,II,c,0,.,.,,0,0,
NG,54N,D,II,c,1,0,.,,0,0,
SS,54N,D,II,c,1,1,11-100,,0,1,
AB,54N,D,II,d,0,.,.,,0,0,
AV,54N,D,II,d,0,.,.,,0,0,
CB,54N,D,II,d,0,.,.,,0,0,
GD,54N,D,II,d,0,.,.,,0,0,
LE,54N,D,II,d,1,1,11-100,,0,0,
NG,54N,D,II,d,1,0,.,,0,0,
SS,54N,D,II,d,0,.,.,,0,0,
AB,54N,D,III,a,1,1,10-100,,0,0,
AV,54N,D,III,a,1,1,10-100,,0,0,
CB,54N,D,III,a,1,1,10-100,,0,0,
GD,54N,D,III,a,0,.,.,,0,0,
LE,54N,D,III,a,0,.,.,,0,0,
NG,54N,D,III,a,1,0,.,,0,0,
SS,54N,D,III,a,0,.,.,,0,0,
AB,54N,D,III,b,0,.,dead,,0,0,
AV,54N,D,III,b,0,.,.,,0,0,
CB,54N,D,III,b,1,1,200-300,,0,0,
GD,54N,D,III,b,0,.,dead,,0,0,
LE,54N,D,III,b,0,.,.,,0,0,
NG,54N,D,III,b,1,1,1,male or last yr,0,0,
SS,54N,D,III,b,1,1,10-100,,0,0,
AB,54N,D,III,c,1,1,400-500,,0,0,
AV,54N,D,III,c,0,.,.,,0,0,
CB,54N,D,III,c,1,1,11-100,,0,0,
GD,54N,D,III,c,0,.,.,,0,0,
LE,54N,D,III,c,0,.,.,,0,0,
NG,54N,D,III,c,1,1,"""1-10""",female,0,0,
SS,54N,D,III,c,0,.,.,,0,0,
AB,54N,D,III,d,0,.,.,,0,0,
AV,54N,D,III,d,1,1,11-100,,0,0,
CB,54N,D,III,d,1,1,100-200,,0,0,
GD,54N,D,III,d,0,.,.,,0,0,
LE,54N,D,III,d,1,1,100-200,,0,0,
NG,54N,D,III,d,1,1,"""1-10""",male or last yr,0,0,
SS,54N,D,III,d,0,.,.,,0,0,
AB,54N,D,IV,a,1,0,.,,0,0,
AV,54N,D,IV,a,1,1,10-100,,0,0,
CB,54N,D,IV,a,1,1,10-100,,0,0,
GD,54N,D,IV,a,.,.,.,,0,0,
LE,54N,D,IV,a,0,.,.,,7,9,
NG,54N,D,IV,a,1,1,"""1-10""",,0,0,
SS,54N,D,IV,a,1,0,.,,0,0,
AB,54N,D,IV,b,1,1,11-100,,0,0,
AV,54N,D,IV,b,1,1,"""1-10""",,0,0,
CB,54N,D,IV,b,1,1,11-100,,1,0,
GD,54N,D,IV,b,0,.,.,,0,0,
LE,54N,D,IV,b,0,.,.,,0,0,
NG,54N,D,IV,b,1,0,.,,0,0,
SS,54N,D,IV,b,1,0,.,,0,0,
AB,54N,D,IV,c,0,.,.,,0,0,
AV,54N,D,IV,c,1,1,11-100,,1,0,
CB,54N,D,IV,c,1,1,100-200,,2,0,
GD,54N,D,IV,c,0,.,.,,0,0,
LE,54N,D,IV,c,1,1,100-200,,0,0,
NG,54N,D,IV,c,1,1,"""1-10""",female,0,0,
SS,54N,D,IV,c,1,1,"""1-10""",,1,0,
AB,54N,D,IV,d,1,1,11-100,,0,0,
AV,54N,D,IV,d,0,.,.,,0,0,
CB,54N,D,IV,d,1,1,11-100,,0,0,
GD,54N,D,IV,d,1,0,.,,0,0,
LE,54N,D,IV,d,0,.,.,,0,0,
NG,54N,D,IV,d,1,1,"""1-10""",male or last yr,0,0,
SS,54N,D,IV,d,1,1,11-100,,0,0,
AB,54N,E,I,a,1,1,200-300,,0,0,
AV,54N,E,I,a,0,.,dead,,0,0,
CB,54N,E,I,a,1,1,10-100,,0,1,
GD,54N,E,I,a,1,0,.,,0,0,
LE,54N,E,I,a,1,1,100-200,,0,0,
NG,54N,E,I,a,1,0,.,,0,0,
SS,54N,E,I,a,1,1,10-100,,0,0,
AB,54N,E,I,b,1,1,200-300,,0,0,
AV,54N,E,I,b,1,1,10-100,,0,0,
CB,54N,E,I,b,1,1,100-200,,0,0,
GD,54N,E,I,b,0,0,dead,,0,0,
LE,54N,E,I,b,0,0,dead,,0,0,
NG,54N,E,I,b,1,1,1,female,0,0,
SS,54N,E,I,b,1,1,10-100,,0,0,
AB,54N,E,I,c,1,1,200-300,,0,0,
AV,54N,E,I,c,1,1,10-100,,0,0,
CB,54N,E,I,c,0,.,dead,,0,0,
GD,54N,E,I,c,1,0,.,,0,0,
LE,54N,E,I,c,1,1,10-100,,0,0,
NG,54N,E,I,c,1,0,.,,0,0,
SS,54N,E,I,c,1,1,"""1-10""",,2,0,
AB,54N,E,I,d,1,1,200-300,,0,0,
AV,54N,E,I,d,0,.,dead,,0,0,
CB,54N,E,I,d,1,1,10-100,,0,0,
GD,54N,E,I,d,0,.,dead,,0,0,
LE,54N,E,I,d,.,.,dead,,0,0,
NG,54N,E,I,d,1,1,1,female,0,0,
SS,54N,E,I,d,1,1,10-100,,0,0,
AB,54N,E,II,a,1,1,100-200,,0,0,
AV,54N,E,II,a,1,1,"""1-10""",,0,0,
CB,54N,E,II,a,1,1,10-100,,5,0,
GD,54N,E,II,a,1,0,.,,0,0,
LE,54N,E,II,a,1,1,10-100,,0,0,
NG,54N,E,II,a,1,1,1,male or last yr,0,0,
SS,54N,E,II,a,1,1,10-100,,0,0,
AB,54N,E,II,b,1,1,200-300,,0,0,
AV,54N,E,II,b,1,1,10-100,,0,0,
CB,54N,E,II,b,1,1,10-100,,0,0,
GD,54N,E,II,b,1,0,.,,0,0,
LE,54N,E,II,b,0,.,.,,0,0,
NG,54N,E,II,b,1,1,1,female,0,0,
SS,54N,E,II,b,1,1,10-100,,0,0,
AB,54N,E,II,c,1,1,100-200,,0,0,
AV,54N,E,II,c,1,1,10-100,,0,0,
CB,54N,E,II,c,1,1,10-100,,0,0,
GD,54N,E,II,c,0,.,dead,,0,0,
LE,54N,E,II,c,0,.,dead,,0,0,
NG,54N,E,II,c,0,.,dead,,0,0,
SS,54N,E,II,c,1,0,.,,0,0,
AB,54N,E,II,d,0,.,dead,,0,0,
AV,54N,E,II,d,1,1,10-100,,0,0,
CB,54N,E,II,d,1,1,10-100,,0,0,
GD,54N,E,II,d,0,.,dead,,0,0,
LE,54N,E,II,d,0,.,dead,,0,0,
NG,54N,E,II,d,1,0,.,,0,0,
SS,54N,E,II,d,1,0,.,,0,0,
AB,54N,E,III,a,1,1,"""1-10""",,0,0,
AV,54N,E,III,a,0,.,.,,0,0,
CB,54N,E,III,a,1,1,100-200,,3,0,
GD,54N,E,III,a,0,.,.,,0,0,
LE,54N,E,III,a,1,1,100-200,,6,0,
NG,54N,E,III,a,1,0,.,,0,0,
SS,54N,E,III,a,1,1,11-100,,0,0,
AB,54N,E,III,b,1,1,100-200,,5,0,
AV,54N,E,III,b,1,1,11-100,,1,0,
CB,54N,E,III,b,1,1,100-200,,0,0,
GD,54N,E,III,b,1,0,.,,0,0,
LE,54N,E,III,b,1,1,11-100,,1,0,
NG,54N,E,III,b,1,0,.,,0,0,
SS,54N,E,III,b,1,1,11-100,,3,12,
AB,54N,E,III,c,1,1,100-200,,0,0,
AV,54N,E,III,c,1,1,11-100,,3,0,
CB,54N,E,III,c,1,1,11-100,,0,0,
GD,54N,E,III,c,1,0,.,,0,0,
LE,54N,E,III,c,0,.,.,,0,0,
NG,54N,E,III,c,1,0,.,,0,0,
SS,54N,E,III,c,1,0,.,,0,0,
AB,54N,E,III,d,1,1,100-200,,0,0,
AV,54N,E,III,d,0,.,.,,0,0,
CB,54N,E,III,d,0,.,.,,0,0,
GD,54N,E,III,d,0,.,.,,0,0,
LE,54N,E,III,d,0,.,.,,0,0,
NG,54N,E,III,d,1,0,.,,0,0,
SS,54N,E,III,d,0,.,.,,0,0,
AB,54N,E,IV,a,1,1,10-100,,0,0,
AV,54N,E,IV,a,1,1,"""1-10""",,0,0,
CB,54N,E,IV,a,1,1,10-100,,0,0,
